import numpy as np
from scipy import stats
data = [1.01000000e+01, -2.88000000e+00, 5.32000000e+00, -6.41000000e-01, -4.69000000e+00,
    9.12000000e+00, -3.22000000e-02, -7.31000000e+00, -8.99000000e+00, 2.43000000e+00,
    6.33000000e+00, 1.01000000e+01, -9.39000000e+00, 4.84000000e-01, -7.47000000e+00,
    8.82000000e+00, 2.13000000e+00, -5.44000000e+00, 1.32000000e+01, -3.23000000e+01,
    -4.87000000e+00, 6.36000000e-02, -9.82000000e+00, 8.19000000e+00, 3.34000000e+00,
    7.44000000e+00, 2.84000000e+00, 1.61000000e+01, 5.87000000e-02, -6.18000000e+00,
    -4.81000000e+00, 3.33000000e+00, -8.51000000e+00, -7.42000000e+00, -1.59000000e+01,
    9.93000000e-02, -1.04000000e+01, 2.34000000e+00, 4.43000000e+00, 5.01000000e+00,
    -3.21000000e+00, 7.03000000e+00, -6.60000000e-02, -1.61000000e+01, 2.31000000e+00,
    4.49000000e+00, 8.41000000e-01, 3.13000000e+00, -5.81000000e+00, 7.23000000e+00,
    1.36000000e+01, -9.44000000e+00, 4.17000000e+00, 2.15000000e-02, 3.16000000e+00,
    -8.02000000e+00, 4.43000000e+00, 1.19000000e+01, -6.31000000e+00, 7.23000000e+00,
    -5.24000000e-02, 3.21000000e+00, 2.16000000e+01, 8.17000000e+00, -1.47000000e+00,
    4.11000000e+00, 1.12000000e+01, 6.61000000e-02, 5.02000000e+00, 3.31000000e+00,
    -2.49000000e+00, 9.22000000e+00, 7.44000000e+00, 1.19000000e+01, 4.23000000e-02,
    5.14000000e+00, 8.87000000e+00, -3.34000000e+00, 6.12000000e+00, 2.24000000e+00,
    2.13000000e+01, 7.84000000e+00, 9.44000000e-02, 5.17000000e+00, -4.19000000e+00,
    3.81000000e+00, 2.21000000e+01, -1.12000000e+01, 7.59000000e-01, 9.91000000e+00,
    4.15000000e+00, 6.20000000e-02, -3.18000000e+00, -5.27000000e+00, -1.02000000e+01,
    2.19000000e+00, 8.03000000e+00, 4.11000000e+00, 6.12000000e-02, -7.18000000e+00,
    9.47000000e+00, -5.53000000e+00, 3.39000000e-01, 5.27000000e+00, 4.24000000e+00,
    1.06000000e+01, 6.17000000e+00, -7.36000000e-02, 9.59000000e+00, -3.22000000e+01,
    -5.56000000e+00, -2.19000000e+00, -1.01000000e+01, 8.14000000e+00, 6.21000000e-02,
    7.84000000e+00, 4.13000000e+00, -5.17000000e+00, 9.53000000e+00, -3.49000000e+00,
    -2.19000000e+01, 6.12000000e-02, -7.15000000e+00, -1.51000000e+01, -5.59000000e+00,
    8.17000000e+00, 1.21000000e+01, 3.22000000e+00, 3.23000000e-02, 6.19000000e+00,
    -7.36000000e+00, -9.51000000e+00, 8.17000000e+00, 4.18000000e+00, -1.59000000e+01,
    3.49000000e-02, -2.43000000e+00, 7.11000000e+00, -5.31000000e+00, 6.33000000e+00,
    -2.48000000e-01, 1.01000000e+01, 4.49000000e+00, 9.14000000e+00, 3.17000000e+00,
    -5.59000000e+00, 8.91000000e+00, 2.41000000e+00, -7.21000000e+00, 4.93000000e-01,
    -9.14000000e+00, 2.23000000e+01, 1.02000000e+01, -8.61000000e+00, 6.12000000e+00,
    -5.49000000e+00, 7.44000000e+00, 1.11000000e+01, 3.13000000e-01, 3.29000000e+00,
